id;name;site;rating;advcampaign_id;advcampaign_name;logo;description;species;promocode;promolink;gotolink;date_start;date_end;exclusive;types;categories;special_category;discount
358871;Flat 25% OFF* on Health & Safety Range.;http://firstcry.com/;0.00;14719;Firstcry [CPS] IN;https://cdn.admitad.com/campaign/images/2021/2/12/14719-f2d5c6a3e6d2374e.jpg;"1. Limited Period Offer.
2. User will get Flat 25%Off or the stated discount on the chosen product, whichever is higher.
3. Benefits arising post implementation of GST are part of this coupon.
4. Maximum discount is Rs. 1500.
5. Coupon code is valid only on Health & Safety Range.
6. Coupon code is not applicable to any other coupon.
7. Coupon code is applicable only on the MRP of products.
8. GST applicable on discounted price.";promocode;AFFHTHSFT;http://ad.admitad.com/coupon/2p8zyi3o5n053e55c51d62ee748b0a/;https://ad.admitad.com/g/rhfvdyln80053e55c51d62ee748b0a/?i=3;2021-02-10 00:00:00;2021-04-30 23:59:00;false;Discount on an order;Baby & Kids products;;25%
358663;Get Flat Rs 300 Paytm Cashback;https://paytmmall.com/;0.00;18679;PaytmMall [CPS] IN;https://cdn.admitad.com/campaign/images/2020/10/14/18679-b2670379aaaae01e.jpg;;promocode;ECHOGADGET;http://ad.admitad.com/coupon/5ie7vmy01j053e55c51d6339fea834/;https://ad.admitad.com/g/vurv2zjooc053e55c51d6339fea834/?i=3;2021-02-09 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Health & Beauty, Accessories & Bags, Shoes, Clothing, Sports & Recreation, Homeware, Computers & Electronics;;300 ₨
358619;Rs. 1500 flat of on all lenovo Laptops;https://www.lenovo.com/in/en/;3.47;22328;Lenovo India [CPS] IN;https://cdn.admitad.com/campaign/images/2020/11/23/22328-8a229b03257d51fc.png;;promocode;GET1500;http://ad.admitad.com/coupon/7t2oorl6ox053e55c51de452830f0f/;https://ad.admitad.com/g/zprpnujcw7053e55c51de452830f0f/?i=3;2021-02-09 00:00:00;2021-03-31 23:59:00;false;Discount on an order;Computers & Electronics;;1 500 ₹
358622;Lenovo tablets – Extra Rs. 500 Off;https://www.lenovo.com/in/en/;0.57;22328;Lenovo India [CPS] IN;https://cdn.admitad.com/campaign/images/2020/11/23/22328-8a229b03257d51fc.png;;promocode;GETTAB500;http://ad.admitad.com/coupon/0lnai2uuip053e55c51de452830f0f/;https://ad.admitad.com/g/8lqegcfiz8053e55c51de452830f0f/?i=3;2021-02-09 00:00:00;2021-03-31 23:59:00;false;Discount on an order;Computers & Electronics;;500 ₹
358037;15% off for men watch category;https://www.banggood.com/;2.19;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;category coupon;promocode;men15;;https://ad.admitad.com/g/v79mkgjlp0053e55c51d6213826a88/?i=3;2021-02-05 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
358038;Over $120 with 10% OFF for watch phone;https://www.banggood.com/;1.60;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;category coupon;promocode;bgwp;;https://ad.admitad.com/g/bc0riosjh4053e55c51d6213826a88/?i=3;2021-02-05 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
338506;Get FLAT 10% Off on all orders above ₹999/-;https://www.kapiva.in/;0.00;23646;Kapiva [CPS] IN;https://cdn.admitad.com/campaign/images/2021/2/12/23646-373e4070f9bd8933.png;;promocode;AFFAA10;http://ad.admitad.com/coupon/i473hw7m8n053e55c51d8f2eb3eec0/;https://ad.admitad.com/g/ev4zfwks0i053e55c51d8f2eb3eec0/?i=3;2021-02-04 00:00:00;2021-03-31 23:59:00;true;Discount on an order;Health & Beauty;;10%
338507;Get FLAT 15% Off on all orders above ₹1,999/-;https://www.kapiva.in/;0.00;23646;Kapiva [CPS] IN;https://cdn.admitad.com/campaign/images/2021/2/12/23646-373e4070f9bd8933.png;;promocode;AFFAA15;http://ad.admitad.com/coupon/1r814ypwlh053e55c51d8f2eb3eec0/;https://ad.admitad.com/g/yu07yv8x95053e55c51d8f2eb3eec0/?i=3;2021-02-04 00:00:00;2021-03-31 23:59:00;true;Discount on an order;Health & Beauty;;15%
357212;10% OFF for Brand Lighting Designer;https://www.banggood.com/;7.47;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGLD10OFF;;https://ad.admitad.com/g/jlgcrsnvre053e55c51d6213826a88/?i=3;2021-02-02 00:00:00;2021-12-31 23:59:00;false;Discount on an order;Computers & Electronics;;10%
356218;Xiaomi Redmi 9C 2+32GB for $90;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required;promocode;BGPM38100;;https://ad.admitad.com/g/0ph1p7azue053e55c51d6213826a88/?i=3;2021-01-26 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;1%
356219;Redmi 9C 3+64GB for $109;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required;promocode;BG2RU9C64;;https://ad.admitad.com/g/ym2t2n25c8053e55c51d6213826a88/?i=3;2021-01-26 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;1%
356220;Alldocube iPlay 30 Pro MT6771 for $184.99;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required;promocode;BG461d49;;https://ad.admitad.com/g/nd6hlyysxk053e55c51d6213826a88/?i=3;2021-01-26 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;1%
356223;Teclast P20HD for $117.99;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required;promocode;BGLTTP20HD;;https://ad.admitad.com/g/m7ktzwi7i8053e55c51d6213826a88/?i=3;2021-01-26 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;1%
355402;Up to INR 2000 Instant Cashback;http://cleartrip.com/;1.39;15170;Cleartrip [CPS] IN;https://cdn.admitad.com/campaign/images/2016/05/19/ae34dca660dc003e486a16f3468eb496.jpg;;promocode;CTAD;http://ad.admitad.com/coupon/3x2xhyevqa053e55c51ded464edc45/;https://ad.admitad.com/g/apyj3h1t37053e55c51ded464edc45/?i=3;2021-01-21 00:00:00;2021-03-31 23:59:00;false;Discount on an order;Tours & Travels;;2 000 ₹
342556;Get 10% OFF sitewide;https://www.boat-lifestyle.com/;2.72;23961;Boat Lifestyle [CPS] IN;https://cdn.admitad.com/campaign/images/2020/11/2/23961-1e8d6426985c24d7.png;;promocode;BOATHEAD10;http://ad.admitad.com/coupon/e7ovjc3tbh053e55c51d62c85ad976/;https://ad.admitad.com/g/1wmduhnf08053e55c51d62c85ad976/?i=3;2020-11-03 00:00:00;2021-03-31 23:59:00;true;Discount on an order;Computers & Electronics;;10%
339221;Bolsas femininas com até 85% de desconto;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;action;Not required;;https://ad.admitad.com/g/czl63okz12053e55c51d6213826a88/?i=3;2020-10-15 11:59:49;None;false;Discount on an order;Accessories & Bags;;85%
219695;Get Min 30% off on audio & video products;https://www.2gud.com/;0.00;20675;2Gud [CPS] IN;https://cdn.admitad.com/campaign/images/2018/12/12/0d6ed51c090f08e4866861e246c81664.png;;action;Not required;http://ad.admitad.com/coupon/r0a56mo0fr053e55c51d8fc0a137cd/;https://ad.admitad.com/g/8cb22fz16o053e55c51d8fc0a137cd/?i=3;2020-10-14 00:00:00;2021-06-30 23:59:00;false;Discount on an order;Computers & Electronics;;30%
219696;Min 40% off on earphones;https://www.2gud.com/;0.00;20675;2Gud [CPS] IN;https://cdn.admitad.com/campaign/images/2018/12/12/0d6ed51c090f08e4866861e246c81664.png;;action;Not required;http://ad.admitad.com/coupon/8cz0y51fq6053e55c51d8fc0a137cd/;https://ad.admitad.com/g/gewwg91adv053e55c51d8fc0a137cd/?i=3;2020-10-14 00:00:00;2021-06-30 23:59:00;false;Discount on an order;Computers & Electronics;;40%
219697;Get min 50% off on portable speakers, earphones & headphones;https://www.2gud.com/;0.00;20675;2Gud [CPS] IN;https://cdn.admitad.com/campaign/images/2018/12/12/0d6ed51c090f08e4866861e246c81664.png;;action;Not required;http://ad.admitad.com/coupon/4rnpp830x0053e55c51d8fc0a137cd/;https://ad.admitad.com/g/8bi401kmss053e55c51d8fc0a137cd/?i=3;2020-10-14 00:00:00;2021-06-30 23:59:00;false;Discount on an order;Computers & Electronics;;50%
219698;Get mobile phones under 3000 INR;https://www.2gud.com/;0.00;20675;2Gud [CPS] IN;https://cdn.admitad.com/campaign/images/2018/12/12/0d6ed51c090f08e4866861e246c81664.png;;action;Not required;http://ad.admitad.com/coupon/x4bkx5qp3y053e55c51d8fc0a137cd/;https://ad.admitad.com/g/f1ljkpp9lm053e55c51d8fc0a137cd/?i=3;2020-10-14 00:00:00;2021-06-30 23:59:00;false;Discount on an order;Computers & Electronics;;3 000 ₨
315047;10% de desconto de eletrodomésticos;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;O código promocional é necessário;promocode;BGhomeplay;;https://ad.admitad.com/g/fmx47fnhrb053e55c51d6213826a88/?i=3;2020-05-20 17:54:48;None;false;Discount on an order;Homeware, Computers & Electronics;;10%
305905;Banggood 10% OFF Site Wide Coupon;https://www.banggood.com/;8.86;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Excludes categories:Power Banks,SmartPhone,Feature Phones,TV Boxes,Electric Bikes,Electric Scooters & Wheels,Laptops & Netbooks,Projectors & Accessories,Home Appliances,Practical Electronic Gadgets,FPV System,Radios & Receiver,Watch Phone,Indoor Lighting,3D Printer,Television & Accessories,Mini PC,Graphics Card,Android Tablet,Windows Tablet,Monitor,Office Furniture,Measurement & Analysis Instruments,TV Receiver & Accessories,Smart Watch;promocode;BGAFF10OFF;;https://ad.admitad.com/g/tx4zgk4gbq053e55c51d6213826a88/?i=3;2020-04-01 00:00:00;None;false;Discount on an order;Computers & Electronics;;10%
298646;Discount up to 56%;https://www.banggood.com/;1.74;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;"Promocode is not required.
Available for the following categories of goods: Home&Living";action;Not required;;https://ad.admitad.com/g/r8ivtz2wy5053e55c51d6213826a88/?i=3;2020-02-18 13:53:51;None;false;Discount on an order;Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Tools & Garden equipment, Goods from China;;56%
298649;Discount up to 16%;https://www.banggood.com/;8.53;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;"Promocode is not required.
Available for the following categories of goods: 3C Digital Electronics";action;Not required;;https://ad.admitad.com/g/mykxj1ryhw053e55c51d6213826a88/?i=3;2020-02-18 13:53:00;None;false;Discount on an order;Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Tools & Garden equipment, Goods from China;;16%
298650;Discount up to 42%;https://www.banggood.com/;0.89;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;"Promocode is not required.
Available for the following categories of goods: Hardware tools";action;Not required;;https://ad.admitad.com/g/s6g8z7qjsr053e55c51d6213826a88/?i=3;2020-02-18 13:53:00;None;false;Discount on an order;Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Tools & Garden equipment, Goods from China;;42%
298641;Discount up to 31%;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;"Promocode is not required.
Available for the following categories of goods: Fashion";action;Not required;;https://ad.admitad.com/g/u568il5awl053e55c51d6213826a88/?i=3;2020-02-18 13:08:08;None;false;Discount on an order;Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Tools & Garden equipment, Goods from China;;31%
273289;45% off for  Xiaomi Redmi Airdots TWS Bluetooth 5.0 Earphone  hottest product;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;17.66;;https://ad.admitad.com/g/mjva3v6cfw053e55c51d6213826a88/?i=3;2019-10-15 06:45:00;None;false;Discount on an order;Accessories & Bags, Gifts & Flowers;;45%
273287;45% off for  Xiaomi Redmi Airdots TWS Bluetooth 5.0 Earphone  hottest product;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;17.66;;https://ad.admitad.com/g/58f94hygfz053e55c51d6213826a88/?i=3;2019-10-15 06:44:58;None;false;Discount on an order;Accessories & Bags, Gifts & Flowers;;45%
206459;Get 3% off on Xiaomi Mi A2 64 GB (Gold) 4 GB RAM, Dual SIM 4G ;https://www.tatacliq.com/;0.00;15542;TataCliq [CPS] IN;https://cdn.admitad.com/campaign/images/2019/6/6/15542-60a644468ed87e0e.png;;action;Not required;http://ad.admitad.com/coupon/np5yoyz44z053e55c51d22654840ad/;https://ad.admitad.com/g/998hpx7ob0053e55c51d22654840ad/?i=3;2019-08-26 00:00:00;None;false;Discount on an order;Computers & Electronics;;3%
206460;Get 3% off on Xiaomi Mi A2 64 GB (Black) 4 GB RAM, Dual SIM 4G;https://www.tatacliq.com/;0.00;15542;TataCliq [CPS] IN;https://cdn.admitad.com/campaign/images/2019/6/6/15542-60a644468ed87e0e.png;;action;Not required;http://ad.admitad.com/coupon/si9v0un37q053e55c51d22654840ad/;https://ad.admitad.com/g/ew1o0ct39w053e55c51d22654840ad/?i=3;2019-08-26 00:00:00;None;false;Discount on an order;Computers & Electronics;;3%
224108;Flat 15% instant discount on all products;https://www.tatacliq.com/;4.77;15542;TataCliq [CPS] IN;https://cdn.admitad.com/campaign/images/2019/6/6/15542-60a644468ed87e0e.png;"ICICI Bank Offer (Saturday & Sunday)

ICICI Bank offer for all debit and credit card holders
Promo code: ICICIWEEKEND
Max discount 300 INR
Anything below 2000 INR gets straight 15% off and anything above 2000 INR gets flat 300 INR off";promocode;ICICIWEEKEND;http://ad.admitad.com/coupon/62iswn0dgd053e55c51d22654840ad/;https://ad.admitad.com/g/4ewp64gucw053e55c51d22654840ad/?i=3;2019-08-26 00:00:00;None;false;Discount on an order;Accessories & Bags, Clothing, Watches & Jewelry;;15%
